"Lake Butler","Union County","Florida",1846,1897,1927,2116,1830,1598,1311,1040,923,886,756,685,431,0,0,0,0,0,0,0
"Lake City","Columbia County","Florida",12100,12046,9980,10005,9257,10575,9465,7571,5836,4416,3341,5032,4013,2020,1379,964,659,0,0,0
"Lake Clarke Shores","Palm Beach County","Florida",3508,3376,3451,3364,3174,2328,1297,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lake Hamilton","Polk County","Florida",1313,1231,1304,1128,1552,1165,930,604,344,399,0,0,0,0,0,0,0,0,0,0
"Lake Helen","Volusia County","Florida",2648,2624,2743,2344,2047,1303,1096,926,587,850,978,646,203,0,0,0,0,0,0,0
"Lake Mary","Seminole County","Florida",15801,13822,11458,5929,2853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lake Park","Palm Beach County","Florida",8448,8155,8721,6704,6909,6993,3589,489,379,0,0,0,0,0,0,0,0,0,0,0
"Lake Placid","Highlands County","Florida",2134,2223,1668,1158,963,656,1007,417,340,582,0,0,0,0,0,0,0,0,0,0
"Lake Wales","Polk County","Florida",15140,14225,10194,9670,8466,8240,8346,6821,5024,3401,796,0,0,0,0,0,0,0,0,0
"Lake Worth","Palm Beach County","Florida",37097,34910,35133,28564,27048,23714,20758,11777,7408,5940,1106,0,0,0,0,0,0,0,0,0
"Lakeland","Polk County","Florida",102346,97422,78452,70576,47406,42803,41350,30851,22068,18554,7062,3719,1180,552,0,0,0,0,0,0
"Lantana","Palm Beach County","Florida",10996,10423,9437,8392,8048,7126,5021,773,234,188,0,0,0,0,0,0,0,0,0,0
"Largo","Pinellas County","Florida",79019,77648,69371,65674,57958,24230,5302,1547,1031,1429,599,291,0,0,0,0,0,0,0,0
"Lauderdale Lakes","Broward County","Florida",34410,32593,31705,27341,25426,10577,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lauderdale-by-the-Sea","Broward County","Florida",6388,6056,2563,2990,2639,2879,1327,234,0,0,0,0,0,0,0,0,0,0,0,0
"Lauderhill","Broward County","Florida",70626,66887,57585,49708,37271,8465,132,0,0,0,0,0,0,0,0,0,0,0,0,0
"Laurel Hill","Okaloosa County","Florida",575,537,549,543,610,418,411,327,350,302,291,316,0,0,0,0,0,0,0,0
"Lawtey","Bradford County","Florida",714,730,656,676,692,636,623,576,427,554,372,492,0,0,0,0,0,0,0,0
"Layton","Monroe County","Florida",190,184,186,183,88,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lazy Lake","Broward County","Florida",25,24,38,33,31,48,49,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lee","Madison County","Florida",330,352,352,306,297,240,243,228,258,185,199,0,0,0,0,0,0,0,0,0
"Leesburg","Lake County","Florida",21524,20117,15956,14903,13191,11869,11172,7395,4687,4113,1835,991,765,722,200,0,0,0,0,0
"Lighthouse Point","Broward County","Florida",10953,10344,10767,10378,11488,9071,2453,0,0,0,0,0,0,0,0,0,0,0,0,0
"Live Oak","Suwannee County","Florida",6969,6850,6480,6332,6732,6830,6544,4064,3427,2734,3103,3450,1659,687,458,0,0,0,0,0
"Longboat Key","Manatee/Sarasota County","Florida",7143,6888,7603,5937,4843,2850,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
"Longwood","Seminole County","Florida",13877,13657,13745,13316,10029,3203,1689,717,406,318,106,0,0,57,0,0,0,0,0,0
