"Castine","Darke County","Ohio",128,130,129,163,147,150,169,146,124,91,146,142,0,0,127,177,0,0,0,0,0,0,0
"Catawba","Clark County","Ohio",266,272,312,268,317,323,355,313,279,244,258,234,231,272,250,318,0,0,0,0,0,0,0
"Cecil","Paulding County","Ohio",185,188,216,249,267,295,288,266,266,250,263,290,326,348,169,0,0,0,0,0,0,0,0
"Cedarville","Greene County","Ohio",4140,4019,3828,3210,2799,2342,1702,1292,1034,940,1028,1059,1189,1355,1181,753,688,0,0,0,0,0,0
"Celina","Mercer County","Ohio",10373,10400,10303,9650,9137,8072,7659,5703,4841,4664,4226,3493,2815,2702,1346,859,307,222,0,0,0,0,0
"Centerburg","Knox County","Ohio",1989,1773,1432,1323,1275,1038,963,887,779,761,775,723,706,588,400,0,0,0,0,0,0,0,0
"Centerville","Montgomery County","Ohio",23915,23999,23024,21082,18886,10333,3490,827,561,400,335,353,290,252,274,0,0,0,0,0,0,0,0
"Centerville","Gallia County","Ohio",102,103,134,128,148,114,251,142,113,127,96,143,198,215,272,0,0,0,0,0,0,0,0
"Chagrin Falls","Cuyahoga County","Ohio",4039,4113,4024,4146,4335,4848,3458,3085,2505,2739,2237,1931,1586,1243,1211,1016,0,0,0,0,0,0,0
"Chardon","Geauga County","Ohio",5186,5148,5156,4446,4434,3991,3154,2478,2001,1818,1566,1542,1360,1084,1081,885,582,546,446,381,0,0,0
"Chatfield","Crawford County","Ohio",189,189,218,206,228,291,263,204,216,236,239,270,298,0,0,0,0,0,0,0,0,0,0
"Chauncey","Athens County","Ohio",1034,1049,1067,980,1050,1117,996,1016,1234,1269,1178,821,0,0,185,201,0,0,0,0,0,0,0
"Cherry Fork","Adams County","Ohio",155,155,127,178,210,176,185,197,219,195,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chesapeake","Lawrence County","Ohio",733,745,842,1073,1370,1364,1396,1285,1068,1094,821,541,0,0,0,0,0,0,0,0,0,0,0
"Cheshire","Gallia County","Ohio",131,132,221,250,297,315,369,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0
"Chesterhill","Morgan County","Ohio",285,289,305,309,395,361,876,426,442,431,427,410,480,0,0,0,0,0,0,0,0,0,0
"Chesterville","Morrow County","Ohio",231,228,193,286,242,264,275,208,188,184,155,229,230,268,266,282,1563,407,0,0,0,0,0
"Cheviot","Hamilton County","Ohio",8325,8375,9015,9616,9888,11135,10701,9944,9043,8046,4108,1930,0,0,325,0,0,0,0,0,0,0,0
"Chickasaw","Mercer County","Ohio",298,290,364,378,381,326,275,166,141,149,214,309,310,0,59,0,0,0,0,0,0,0,0
"Chillicothe","Ross County","Ohio",21738,21901,21796,21923,23420,24842,24957,20133,20129,18340,15831,14508,12976,11288,10938,8920,7626,7100,3977,2846,2426,0,0
"Chilo","Clermont County","Ohio",63,63,97,130,173,174,0,0,0,0,0,0,0,0,200,160,147,0,0,0,0,0,0
"Chippewa Lake","Medina County","Ohio",724,711,823,271,245,341,210,107,42,22,0,0,0,0,0,0,0,0,0,0,0,0,0
"Christiansburg","Champaign County","Ohio",507,526,553,599,593,724,788,666,536,482,473,0,0,0,0,0,0,0,0,0,0,0,0
"Cincinnati","Hamilton County","Ohio",298165,296943,331285,364040,385409,453514,502550,503998,455610,451160,401247,363591,325902,296908,255139,216239,161044,115435,46338,24831,9642,2540,750
"Circleville","Pickaway County","Ohio",13455,13314,13485,11666,11700,11687,11059,8723,7982,7369,7049,6744,6991,6556,6046,5407,4383,3411,2329,1136,908,0,0
"Clarington","Monroe County","Ohio",380,384,444,406,558,338,394,478,490,506,607,784,905,762,915,728,0,341,0,0,0,0,0
"Clarksburg","Ross County","Ohio",458,455,516,523,483,457,438,391,390,400,420,558,551,378,308,0,0,0,0,0,0,0,0
"Clarksville","Clinton County","Ohio",546,548,497,485,525,574,583,510,430,401,410,425,465,339,367,389,0,0,0,0,0,0,0
"Clay Center","Ottawa County","Ohio",282,276,294,289,327,370,446,590,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0
"Clayton","Montgomery County","Ohio",13170,13209,13347,713,752,773,550,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cleveland","Cuyahoga County","Ohio",389521,396815,478403,505616,573822,750879,876050,914808,878336,900429,796841,560653,381768,261353,160146,92829,43417,17034,6071,1076,606,0,0
"Cleveland Heights","Cuyahoga County","Ohio",45181,46121,49958,54052,56438,60767,61813,59141,54992,50945,15236,2955,0,0,0,0,0,0,0,0,0,0,0
"Cleves","Hamilton County","Ohio",3365,3234,2790,2208,2094,2044,2076,1981,1871,1711,1454,1423,1328,1227,836,0,0,0,0,0,0,0,0
"Clifton","Greene/Clark County","Ohio",152,152,179,165,182,216,230,220,187,190,214,239,262,270,310,253,284,258,0,0,0,0,0
"Clinton","Summit County","Ohio",1217,1214,1337,1175,1277,1335,924,397,367,404,312,305,0,0,0,0,0,0,0,0,0,0,0
"Cloverdale","Putnam County","Ohio",166,168,201,270,304,253,237,200,185,227,180,222,0,0,0,0,0,0,0,0,0,0,0
"Clyde","Sandusky County","Ohio",6312,6325,6064,5776,5489,5503,4826,4083,3174,3159,3099,2815,2515,2327,2380,0,701,0,0,0,0,0,0
"Coal Grove","Lawrence County","Ohio",2155,2165,2027,2251,2602,2759,2961,2492,2351,2181,1851,1759,1191,506,0,0,0,0,0,0,0,0,0
"Coalton","Jackson County","Ohio",467,479,545,553,639,550,648,628,623,646,790,1111,1625,1459,0,0,0,0,0,0,0,0,0
"Coldwater","Mercer County","Ohio",4451,4427,4482,4335,4220,3533,2766,2217,2019,1787,1531,869,627,490,237,0,0,0,0,0,0,0,0
